07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 af_ZA 1538676512 125470 125470 1.000 0 0.000 0 0.000 0 0.000 1.000 1.000 64059604 1.26
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 an_ES 1538676512 20535 20535 1.000 0 0.000 0 0.000 0 0.000 1.000 1.000 10967808 1.07
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 ar 1538676512 108362 108362 1.000 0 0.000 0 0.000 0 0.000 1.000 1.000 101951737 2.10
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 be_BY 1538676512 81516 81516 1.000 0 0.000 0 0.000 0 0.000 1.000 1.000 48467479 1.58
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 bg_BG 1538676512 867136 867136 1.000 0 0.000 0 0.000 0 0.000 1.000 1.000 3334763491 1.28
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 bn_BD 1538676512 110750 110750 1.000 0 0.000 0 0.000 0 0.000 1.000 1.000 68869246 1.69
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 bo 1538676512 376 345 0.918 31 0.082 0 0.000 0 0.000 1.000 1.000 246143 1.72
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 br_FR 1538676512 464631 464631 1.000 0 0.000 0 0.000 0 0.000 1.000 1.000 286965768 1.58
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 bs_BA 1538676512 30442 30441 1.000 0 0.000 1 0.000 0 0.000 1.000 1.000 17730762 1.24
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 ca 1538676512 655679 634425 0.968 2669 0.004 0 0.000 18585 0.028 0.972 1.000 24812264940 0.95
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 ca_ES-valencia 1538676512 655778 634516 0.968 2647 0.004 0 0.000 18615 0.028 0.972 1.000 25054327094 0.97
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 cs_CZ 1538676512 165085 165085 1.000 0 0.000 0 0.000 0 0.000 1.000 1.000 89992261 1.28
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 da_DK 1538676512 390462 367854 0.942 20283 0.052 1584 0.004 741 0.002 0.994 0.996 4199443447 0.65
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 de_AT 1538676512 71983 50406 0.700 21575 0.300 2 0.000 0 0.000 1.000 1.000 517419240 0.49
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 de_AT_frami 1538676512 250806 169864 0.677 80939 0.323 3 0.000 0 0.000 1.000 1.000 2438042661 0.44
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 de_CH 1538676512 381038 359440 0.943 21594 0.057 2 0.000 2 0.000 1.000 1.000 2989518108 0.66
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 de_CH_frami 1538676512 559483 478612 0.855 80867 0.145 2 0.000 2 0.000 1.000 1.000 4862605549 0.57
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 de_DE 1538676512 380890 359334 0.943 21552 0.057 2 0.000 2 0.000 1.000 1.000 3023873721 0.66
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 de_DE_frami 1538676512 559844 479214 0.856 80626 0.144 2 0.000 2 0.000 1.000 1.000 5039583324 0.58
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 dz 1538676512 401 371 0.925 30 0.075 0 0.000 0 0.000 1.000 1.000 259650 1.71
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 el_GR 1538676512 828785 828785 1.000 0 0.000 0 0.000 0 0.000 1.000 1.000 526855291 1.37
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 en_AU 1538676512 49426 49423 1.000 3 0.000 0 0.000 0 0.000 1.000 1.000 37315504 1.20
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 en_CA 1538676512 112517 109968 0.977 2549 0.023 0 0.000 0 0.000 1.000 1.000 136538002 1.21
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 en_GB 1538676512 135843 119758 0.882 16084 0.118 0 0.000 1 0.000 1.000 1.000 215281030 1.04
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 en_US 1538676512 112568 109907 0.976 2661 0.024 0 0.000 0 0.000 1.000 1.000 122161625 1.17
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 en_ZA 1538676512 53537 53529 1.000 8 0.000 0 0.000 0 0.000 1.000 1.000 43816491 1.19
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 es_ES 1538676512 96510 71010 0.736 25500 0.264 0 0.000 0 0.000 1.000 1.000 417717305 0.62
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 eu 1538676512 106346 106333 1.000 2 0.000 0 0.000 11 0.000 1.000 1.000 58074185 1.19
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 fr 1538676512 191661 190985 0.996 675 0.004 0 0.000 1 0.000 1.000 1.000 985745815 2.28
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 gd_GB 1538676512 334794 332046 0.992 2748 0.008 0 0.000 0 0.000 1.000 1.000 268659743 1.54
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 gl_ES 1538676512 551230 226629 0.411 324601 0.589 0 0.000 0 0.000 1.000 1.000 20331358119 0.86
07fd0469c6c240d8c05553993be2fd25df8acd72 1535479405 gu_IN 1538676512 168952 168952 1.000 0 0.000 0 0.000 0 0.000 1.000 1.000 93398033 1.78
